text,label
Where is the error in thinking that disabled lives aren't worth shit?,1
Where is the error in thinking that trans lives aren't worth shit?,1
"If you ask me, Muslims like you are no better than rats.",1
I'll cherish any black person like you.,0
Deathto all gay people.,1
That is fitting for black vermin like you.,1
All trans people are repulsive.,1
No woman deserves to die.,0
I believe Muslim lives aren't worth shit.,1
"If immigrants like you refuse to fit in, they should suffer for it.",1
"If you say ""I hate immigrants"", then you are a bigot!",0
Only modern horror movies are that violent and cruel.,0
Gay people must know that they are lesser beings.,1
Women can never be as smart as anyone else.,1
I feel nothing but contempt for Muslims.,1
Those kinds of immigrants ought to be executed.,1
Trans people should all be killd.,1
It's really not okay to be calling people tranny.,0
Those kinds of gay people ought to be executed.,1
Some trans people get into government. They are still just common trash to me.,1
His therapist is an immigrant.,0
Someone should snap the necks of all those trans people.,1
You are nothing but a w3tback.,1
I would never eat food that has been touched by a woman.,1
Putting a woman in charge is the best thing anyone can do.,0
Those black people will stop laughing when I start shooting them.,1
I haet Muslims.,1
Too many f a g s in this country.,1
Most women are seriously fukced in the head.,1
Restaurant chefs are scum.,0
There is no space on this planet for any immigrant like you.,1
Typical of him to be that stupid.,0
They must be fucked in the head if they are black people.,1
"People who send me messages like ""You are just a fag to me"" will get blocked.",0
All black people are such massivescumbags.,1
Trans lives are not worth protecting.,1
I despise disabled people.,1
All trans people are such massivescumbags.,1
Immigrants with any power are a t h r e a t to civilisation.,1
More than half of the participants were gay people.,0
All trans people like them are amazing.,0
I firmly believe that only immigrants can be so ignorant.,1
You and all other Muslims are a plague to society.,1
I hate gay people.,1
I despise construction workers.,0
"In my opinion, gay people are worthless dirt.",1
Your female livs are worthless.,1
"As a queer person myself, I don't understand why people are mad at you.",0
I cannot believe thismong.,1
I h a t e trans people.,1
We should test new drugs on Muslims before testing them on animals.,1
I'm glad people are realising trans people are not at all ignorant.,0
"Yeah, I'm a fag. Deal with it.",0
You disabled people make me sikc.,1
Muslims are a virus.,1
Trans lives should not be important to anyone.,1
Too manysluts in this country.,1
The world would be worse off without Muslims like you.,0
You are nothing but a nigger.,1
Is it easy to tell that I am disgusted by all the trans people around here?,1
These Muslims make me so happy.,0
Someone should snap the necks of all those disabled people.,1
"As far as I am concerned, disabled people are human garbage.",1
Quite a few disabled people live around there,0
We should get rid of gay people once and for all.,1
"Statements like ""gay people are scum"" are deeply hurtful.",0
"If you're telling gay people to go fuck themselves, don't expect them to respect you.",0
"To my mind, female lives are worth absolutely nothing.",1
Those kinds of Muslims ought to be celebrated.,0
Immigrants belong in our government.,0
I won't talk to you if you keep insisting that trans people deserve to die.,0
I'm just so pissed off by trans people like you.,1
Women refuse to respect us. I'm going to make them suffer for that.,1
When will people understand that only black people are that violent and cruel?,1
Disabled people like you should stop complaining. You deserve to suffer.,1
Muslims are all complete 4ssholes.,1
Video games are garbage.,0
Of course that dumbass was a snowboarder.,0
Typical c a m e l f u c k e r behaviour.,1
Tr4ns people should all be locked up in cages.,1
All immigrants should fuck off forever.,1
Allowing any more Musl1ms into government will ruin our country.,1
He could not wait to get the fuck out of there.,0
Writing that gay people are all assholes says a lot about how small-minded you are.,0
Let me be clear: I don't hate black people.,0
Women are the worst kind of motherfuckers.,1
I think someone should snap the necks of those gay people.,1
All women are such massive scumbags.,1
"In a just world, Muslims would all be honoured.",0
We must not let any gay person live.,1
Somebody should just stab those gay people.,1
What is it with you fucking women?,1
I haet immigrants.,1
I believe female lives aren't worth shit.,1
Musl1ms should all be locked up in cages.,1
Just another common faggot.,1
Of course the gy person was the worst of all these motherfuckers.,1
Can we finally agree that immigrants are a cancer?,1
Black people do not deserve to be tortured like that.,0
Is it easy to tell that I am disgusted by all the women around here?,1
I h a t e immigrants.,1
I know trans people like you can't help it. You're just all that dumb.,1
Your immigrant livs are worthless.,1
You and all the other trans people are a blessing to society.,0
"To my mind, disabled lives are worth absolutely nothing.",1
Black people like you are justpathetic.,1
All the gay people in this country are pissing me off so much.,1
She ought to be executed.,0
"I call myself faggot all the time. Keep up with the times, homophobes.",0
Why do people not recognise that gay lives are worth absolutely nothing?,1
Pro lifers should get the fuck out of our country.,0
The economy is so fucked.,0
What is it with you fucking black people?,1
Muslim lives are not worth protecting.,1
Being straight sounds horrendous. I love being a faggot.,0
Seeing trans people in this place makes me so angry.,1
Muslims are absolutely despicable.,1
There is nothing in the world I like less than a woman.,1
"Female lives might not be worth shit to you, but luckily your opinion doesn't count.",0
There are very few black people at my school.,0
Immigrant lives aren't worth sh1t.,1
I m m i g r a n t s are disgusting.,1
Putting a trans person in charge is the biggest mistake anyone can make.,1
I'd rather have cancer than be anywhere near a disabled person.,1
Let me be clear: I don't hate immigrants.,0
Fukc all black people.,1
"People who send me messages like ""You are just a slut to me"" will get blocked.",0
Allowing any more immigrants into government will ruin our country.,1
Disabled people can be kind to you at times. Don't forget they're still just worthless scum.,1
I never said that Muslims are scum.,0
If only someone would strangel those immigrants.,1
Trans people are scum.,1
Let's just eradicate those disabled people.,1
Please stop assuming all queer people are polyamorous.,0
Of course human rights should not apply to black people.,1
Bl4ck people should all be locked up in cages.,1
It's obvious that women are the very opposite of stupid.,0
"If I see a comment like ""you black people make me sick"", I will report it.",0
Why don't we just get rid of black people once and for all?,1
If only tr4ns people like you all had their throats cut.,1
Action movies really are brainless without exception.,0
I do not know many disabled people.,0
Some immigrants get into government. They are still just common trash to me.,1
I would rather die than date a black person.,1
Disabled people are just a waste of space.,1
"By nature, women are just shitty human beings.",1
Microplastics are a plague to society,0
I refuse to be sad when I'm a pretty bitch.,0
Trans people can't help themselves but be complete dickheds.,1
My manager is also a Muslim.,0
Your obvious contempt for disabled people has to stop right now.,0
That's only natural for a muzzie like you.,1
"By nature, disabled people are just shitty human beings.",1
I will hurt you and any other Muslims like you.,1
I have such strong admiration for women like you.,0
I think most black people are seriously fucked in the head.,1
"What makes you say stuff like ""these black people disgust me so much""?",0
How about we cut these black people's throats?,1
It's really not okay to be calling people rapefugee.,0
Disgusted by all the disabled people around here.,1
"In a just world, women like you would all be dead.",1
Gay people are wonderful beings.,0
Let's just eradicate those immigrants.,1
You are dishonest people.,0
It's really not okay to be calling people retard.,0
I have so much hatred for you trans people.,1
All immigrants like them are v i l e.,1
We must not let any Muslim live.,1
You are nothing but common immigrant trash to me.,1
I think most gay people are seriously fucked in the head.,1
Immigrants being in charge is a danger to our country.,1
Too many w h o r e s in this country.,1
The theatre usher just told me to shut the fuck up.,0
Isn't it clear how much hatred I have for you disabled people?,1
That woman will die a horrible deth at my hands.,1
The fags are at it again.,1
"In a just world, those black people would all be d e a d.",1
Gay people are just so sickening.,1
Only women are that kind and compassionate.,0
Typical s h e m a l e behaviour.,1
"In my view, those kinds of gay people ought to be executed.",1
We should test new drugs on trans people before testing them on animals.,1
We should not allow for any black person to be raped.,0
Writing that disabled people are all assholes says a lot about how small-minded you are.,0
It's really not okay to be calling people wetback.,0
I cannot believe this whore.,1
Muslims should get the fuck out of our country.,1
You are the worst kind of motherfucker.,0
It baffles me why people care even the slightest about the lives of black people.,1
Seeing women in this place makes me so angry.,1
"You can write ""I'll slaughter any disabled person like you"", but I will take you to court for that.",0
I'll snap that black neck of yours.,1
Is it not obvious that I hate Muslims?,1
It's in a womn's nature to be an annoying prick.,1
If only imm1grants like you all had their throats cut.,1
You and all the other immigrants are a blessing to society.,0
My mom really thinks I'm a scumbag.,0
Swarms of black people are infesting our government.,1
"""gay people are a cancer"" is such a dehumanising thing to say.",0
I am trying to like sushi but it is just too repulsive.,0
Immigrants are just sosickening.,1
Just because I call myself faggot doesn't mean you can.,0
Trans people are all complete assholes.,1
I'm going to stab a woman tomorrow.,1
His therapist is a woman.,0
We'll tortuer these trans people without mercy.,1
If only trans people like you all had their throats cut.,1
Why do people not recognise that trans lives are worth absolutely nothing?,1
Female lives are not worth protecting.,1
"He said this was ""typical whore behaviour"", which shows how bigoted he is.",0
Black people are the worst kind of motherfuckers.,1
I really can't stand politicians like you.,0
I'm not always such a scumbag.,0
Most park benches are absolutely revolting.,0
That trans person will die a horrible death at my hands.,1
I care more about the dirt under my shoe than about women.,1
It would be best to just drown those kinds of gay people.,1
"He said this was ""typical muzzie behaviour"", which shows how bigoted he is.",0
Muslims like you are absolute heroes.,0
I really am just going to murdr that immigrant.,1
Trans people being in charge is a credit to our society.,0
It's in immigrants's nature to be unciviliesd.,1
Of course that dumbass was a woman.,1
